Address,latitude,longtitude,bedrooms,Baths,Space,Price,Description,School Index,Hos Index,Market Index,Crime Index,County
2033 Point Grey Ct NW,33.990211,-84.616912,4,3.5,"3,821","$459,900 ","4 bed, 3.5 bath townhouse in 2033 Point Grey Ct NW",25.68840797,11.27836076,33.87596706,0.583707639,Cobb
1906 Hidden Springs Path SE,33.855052,-84.520637,4,2.5,"2,323","$329,900 ","4 bed, 2.5 bath townhouse in 1906 Hidden Springs Path SE",15.23090274,8.05044069,18.01780589,1.222795837,Cobb
3442 N Slope Ct,34.056865,-84.451515,5,4.5,"53,560","$450,000 ","5 bed, 4.5 bath townhouse in 3442 N Slope Ct",22.18024049,24.40735745,27.44763069,0.648283469,Cobb
2885 Wynfair Dr,33.995143,-84.466231,5,5,"4,297","$475,000 ","5 bed, 5 bath townhouse in 2885 Wynfair Dr",19.05118071,20.04853107,23.14281454,0.79557324,Cobb
4925 Falcon Wood Trce,34.071853,-84.493565,4,2.5,"2,100","$219,000 ","4 bed, 2.5 bath townhouse in 4925 Falcon Wood Trce",22.98302969,26.6892084,30.75097178,0.596039819,Cobb
3785 Somerset Dr SW,33.943194,-84.662752,4,2,"2,333","$169,900 ","4 bed, 2 bath townhouse in 3785 Somerset Dr SW",27.03064765,28.7689378,35.71537784,0.562790299,Cobb
245 Sterling Dr,33.806003,-84.739494,3,2,"1,468","$155,000 ","3 bed, 2 bath townhouse in 245 Sterling Dr",38.17297041,38.36648453,39.91548756,0.509486763,Cobb
5708 Wandering Vine Trl SE,33.816642,-84.524688,4,2.5,"2,172","$260,000 ","4 bed, 2.5 bath townhouse in 5708 Wandering Vine Trl SE",18.2007576,14.64957861,16.70528681,1.411218773,Cobb
6420 Crown Forest Ct,33.800941,-84.529388,5,3,"2,849","$335,000 ","5 bed, 3 bath townhouse in 6420 Crown Forest Ct",18.57077569,15.80411363,16.54988122,1.456087061,Cobb
3129 Creekside Village Dr NW,34.034527,-84.657957,4,2.5,"2,906","$225,000 ","4 bed, 2.5 bath townhouse in 3129 Creekside Village Dr NW",28.87444725,32.16038633,39.91396413,0.488404275,Cobb
1500 Waterford Ct,33.985755,-84.39524,4,2.5,"2,766","$435,000 ","4 bed, 2.5 bath townhouse in 1500 Waterford Ct",19.52995998,17.59585103,18.74248559,0.86830687,Cobb
343 Summer Garden Dr,33.964385,-84.619842,5,4.5,"5,739","$775,000 ","5 bed, 4.5 bath townhouse in 343 Summer Garden Dr",25.78005215,21.08850098,32.72942766,0.611126654,Cobb
3150 Shumard Way,33.978977,-84.639205,5,5.5,"6,925","$799,000 ","5 bed, 5.5 bath townhouse in 3150 Shumard Way",26.23831343,24.20604442,35.23447246,0.563940342,Cobb
1786 Brittany Chase NW,33.994686,-84.652412,4,2.5,"3,272","$280,000 ","4 bed, 2.5 bath townhouse in 1786 Brittany Chase NW",28.13078375,28.02320305,37.24450924,0.530275838,Cobb
3469 Hill Forest Trl NW,34.040716,-84.709288,5,3,"3,052","$398,000 ","5 bed, 3 bath townhouse in 3469 Hill Forest Trl NW",35.973644,38.7372352,44.77449258,0.434901981,Cobb
3621 Hollyhock Way NW,34.015918,-84.6571,4,2.5,"2,381","$239,000 ","4 bed, 2.5 bath townhouse in 3621 Hollyhock Way NW",28.94815213,30.44621261,38.80066976,0.505371889,Cobb
1336 Windage Ct SW,33.888361,-84.589814,4,2.5,"1,942","$167,900 ","4 bed, 2.5 bath townhouse in 1336 Windage Ct SW",20.81345106,19.4233044,26.24387354,0.797984996,Cobb
1016 Highland Village Trl,33.809875,-84.523765,5,4.5,"4,174","$430,000 ","5 bed, 4.5 bath townhouse in 1016 Highland Village Trl",18.16690152,14.9533002,16.32583373,1.465801232,Cobb
116 Holland St NW,33.958358,-84.555649,4,3.5,"2,486","$489,900 ","4 bed, 3.5 bath townhouse in 116 Holland St NW",18.35910639,14.9164978,26.86514837,0.743162149,Cobb
1776 Danforth Ct,33.993076,-84.446975,4,4,"4,085","$640,000 ","4 bed, 4 bath townhouse in 1776 Danforth Ct",16.96162669,19.48131039,21.90273102,0.82110575,Cobb
1001 Green Valley Rd SW,33.835041,-84.583915,3,1,"1,050","$59,900 ","3 bed, 1 bath townhouse in 1001 Green Valley Rd SW",19.43102655,18.61823472,23.56181748,0.924621952,Cobb
23 Gant Quarters Ter,33.949751,-84.469307,5,3,"1,878","$350,000 ","5 bed, 3 bath townhouse in 23 Gant Quarters Ter",17.80396733,16.60822606,19.8646597,0.95699023,Cobb
2717 Hawk Trce NE,34.072536,-84.470191,3,2.5,"1,708","$185,000 ","3 bed, 2.5 bath townhouse in 2717 Hawk Trce NE",22.89706855,26.11965718,29.62811539,0.608473847,Cobb
1565 Gaylor Cir SE,33.843026,-84.508788,3,1,912,"$1,250 ","3 bed, 1 bath townhouse in 1565 Gaylor Cir SE",17.29948523,10.19553234,16.27743038,1.384092418,Cobb
4591 N Landing Dr,34.06402,-84.492226,3,2,"1,828","$189,500 ","3 bed, 2 bath townhouse in 4591 N Landing Dr",20.97039167,26.01346191,30.05073322,0.61071321,Cobb
611 Concord Lake Cir SE,33.872291,-84.535186,4,3.5,"3,481","$469,900 ","4 bed, 3.5 bath townhouse in 611 Concord Lake Cir SE",17.11212595,13.76574965,20.26662088,1.060864228,Cobb
136 Milam Creek Rd SE,33.801734,-84.551544,4,2.5,"3,125","$329,000 ","4 bed, 2.5 bath townhouse in 136 Milam Creek Rd SE",19.20255404,17.86983168,18.99292178,1.219069581,Cobb
4961 Jenny Dr,34.071994,-84.678241,2,2.5,"1,292","$109,000 ","2 bed, 2.5 bath townhouse in 4961 Jenny Dr",33.27708338,37.37706765,43.80380296,0.440825391,Cobb
1020 Brenton Dr NW,34.032318,-84.621986,3,2,"1,248","$121,700 ","3 bed, 2 bath townhouse in 1020 Brenton Dr NW",26.22105865,27.80435721,36.76893621,0.529177889,Cobb
2087 Ridgestone Lndg SW,33.906677,-84.564691,4,3,"1,927","$187,000 ","4 bed, 3 bath townhouse in 2087 Ridgestone Lndg SW",18.55824363,18.49313132,24.74716473,0.838587841,Cobb
414 Saint Catherines Ct NW,33.969696,-84.571098,4,3.5,"3,161","$675,000 ","4 bed, 3.5 bath townhouse in 414 Saint Catherines Ct NW",22.25926,19.03615914,28.81694856,0.690060662,Cobb
493 Hurt Rd SW,33.865962,-84.568118,3,2.5,"2,080","$235,000 ","3 bed, 2.5 bath townhouse in 493 Hurt Rd SW",18.67179721,17.61855472,23.14670379,0.926923584,Cobb
1374 Murrays Loch Pl NW,33.990085,-84.61557,4,3,"4,082","$550,000 ","4 bed, 3 bath townhouse in 1374 Murrays Loch Pl NW",25.77423147,11.39376092,33.7532808,0.585820541,Cobb
3762 Olson Dr,33.86153,-84.593299,4,3,"2,803","$220,000 ","4 bed, 3 bath townhouse in 3762 Olson Dr",21.36097207,15.28155551,25.48542089,0.835333839,Cobb
1290 Banas Ct,33.923305,-84.675033,4,3.5,"3,256","$350,000 ","4 bed, 3.5 bath townhouse in 1290 Banas Ct",28.03430939,30.20737375,36.09090756,0.559582438,Cobb
2298 Clonts Ct,33.899818,-84.67311,3,2.5,"2,060","$204,900 ","3 bed, 2.5 bath townhouse in 2298 Clonts Ct",25.59099707,29.71218042,35.01500571,0.581406736,Cobb
2422 Oak Quarters SE,33.877782,-84.493038,3,2.5,"2,547","$319,000 ","3 bed, 2.5 bath townhouse in 2422 Oak Quarters SE",16.85322205,10.61945365,16.55848185,1.258170921,Cobb
936 Wilson Rd SW,33.828174,-84.581428,2,1,960,"$69,900 ","2 bed, 1 bath townhouse in 936 Wilson Rd SW",17.08692009,19.03835829,23.07091913,0.950510432,Cobb
1537 Briarfield Way,33.990295,-84.566497,4,3,"2,997","$263,900 ","4 bed, 3 bath townhouse in 1537 Briarfield Way",23.59098984,20.41146307,29.71102206,0.661001008,Cobb
3958 Bellingrath Main NW,34.051288,-84.625613,5,3.5,"4,238","$394,900 ","5 bed, 3.5 bath townhouse in 3958 Bellingrath Main NW",27.91202715,30.42833117,38.23030273,0.505862766,Cobb
1206 Sandtown Rd SW,33.923367,-84.555579,&nbsp;,&nbsp;,"1,499","$165,000 ","NA bed, NA bath townhouse in 1206 Sandtown Rd SW",18.16992939,18.13343128,24.824681,0.824844738,Cobb
4837 Line Tree Ct,33.902498,-84.694368,4,3,"2,639","$249,900 ","4 bed, 3 bath townhouse in 4837 Line Tree Ct",28.50371982,32.48218679,37.28735412,0.542759963,Cobb
5530 Highland Preserve Dr,33.821128,-84.525276,4,3,"2,861","$440,000 ","4 bed, 3 bath townhouse in 5530 Highland Preserve Dr",18.2260899,14.38519728,16.95452689,1.377516057,Cobb
2655 Leafmore Dr SE,33.888432,-84.542643,5,2,"1,332","$225,000 ","5 bed, 2 bath townhouse in 2655 Leafmore Dr SE",16.94159494,15.74865795,21.78586426,0.969172904,Cobb
2745 Post Oak Tritt Rd,34.012216,-84.471259,4,3.5,"3,118","$424,840 ","4 bed, 3.5 bath townhouse in 2745 Post Oak Tritt Rd",19.16240355,21.44068392,24.77372924,0.741419882,Cobb
886 Shiloh Rd NW,34.051696,-84.574958,3,2,"1,851","$130,000 ","3 bed, 2 bath townhouse in 886 Shiloh Rd NW",28.02241664,27.57193539,34.39502448,0.556683796,Cobb
1315 Silverbrooke Xing,33.882896,-84.719238,4,2.5,"2,082","$259,000 ","4 bed, 2.5 bath townhouse in 1315 Silverbrooke Xing",33.82685862,35.49304575,39.27396377,0.514647726,Cobb
1776 Bertram Ln SW,33.906005,-84.568117,3,2,"1,506","$127,990 ","3 bed, 2 bath townhouse in 1776 Bertram Ln SW",18.86771668,18.74176827,25.0269495,0.829453572,Cobb
3639 Autumn View Dr NW,34.045278,-84.732746,4,2.5,"2,313","$200,000 ","4 bed, 2.5 bath townhouse in 3639 Autumn View Dr NW",39.9747597,41.64054147,47.14286614,0.412443737,Cobb
1884 Old Alabama Rd,33.805569,-84.609123,&nbsp;,&nbsp;,"2,080","$199,900 ","NA bed, NA bath townhouse in 1884 Old Alabama Rd",23.19664133,22.76974777,25.4457017,0.852533906,Cobb
381 Casteel Rd SW,33.943218,-84.663459,3,2,"2,215","$196,500 ","3 bed, 2 bath townhouse in 381 Casteel Rd SW",27.08047548,28.86740331,35.78474832,0.561639599,Cobb
4280 Stef Ln NW,33.995759,-84.676463,6,3.5,"3,816","$380,000 ","6 bed, 3.5 bath townhouse in 4280 Stef Ln NW",29.67087341,32.11797059,39.48503255,0.499660808,Cobb
1452 Dolcetto Trce NW,33.999492,-84.595008,3,3.5,"1,992","$194,900 ","3 bed, 3.5 bath townhouse in 1452 Dolcetto Trce NW",25.7848104,22.10553479,32.5734509,0.603340917,Cobb
1440 Amberton Way,33.921756,-84.696891,5,3,"3,264","$335,000 ","5 bed, 3 bath townhouse in 1440 Amberton Way",30.67008726,33.02259843,38.22751716,0.526343497,Cobb
18 Emerson Hill Sq,33.948532,-84.542182,2,2.5,"2,381","$325,000 ","2 bed, 2.5 bath townhouse in 18 Emerson Hill Sq",18.24280872,16.79413673,25.16925892,0.795916893,Cobb
3816 Berrybridge Way SE,33.948738,-84.44477,6,5.5,"5,967","$685,000 ","6 bed, 5.5 bath townhouse in 3816 Berrybridge Way SE",18.57857128,16.2329774,18.25392373,1.005806009,Cobb
352 Avery St NE,33.960632,-84.54168,3,1,"1,329","$110,000 ","3 bed, 1 bath townhouse in 352 Avery St NE",18.8723125,15.10241214,25.88223975,0.767209734,Cobb
1204 Fielding Ct SW,33.939086,-84.59101,4,2.5,"2,466","$280,000 ","4 bed, 2.5 bath townhouse in 1204 Fielding Ct SW",22.59668805,21.03373715,28.81277513,0.703785448,Cobb
1840 Friendship Church Rd SW,33.91291,-84.638977,6,3.5,"2,268","$400,000 ","6 bed, 3.5 bath townhouse in 1840 Friendship Church Rd SW",25.05272095,25.48165859,32.09932504,0.636232373,Cobb
1320 Levine Ln NW,33.997971,-84.615424,5,3,"3,000","$414,900 ","5 bed, 3 bath townhouse in 1320 Levine Ln NW",26.12071649,18.50573298,34.19007726,0.576393412,Cobb
1305 Levine Ln NW,33.997971,-84.615424,6,4,"3,300","$502,900 ","6 bed, 4 bath townhouse in 1305 Levine Ln NW",26.12071649,18.50573298,34.19007726,0.576393412,Cobb
1051 Villa Rica Rd SW,33.92807,-84.635284,3,2,"1,236","$150,000 ","3 bed, 2 bath townhouse in 1051 Villa Rica Rd SW",25.76908402,25.15969125,32.39758823,0.62668168,Cobb
3841 Felton Hill Rd SW,33.860523,-84.574241,3,3.5,"2,400","$269,000 ","3 bed, 3.5 bath townhouse in 3841 Felton Hill Rd SW",19.06283551,17.7865838,23.52567111,0.913720836,Cobb
4210 Norbury Ct SE,33.851287,-84.487998,4,2.5,"3,304","$479,900 ","4 bed, 2.5 bath townhouse in 4210 Norbury Ct SE",16.53297131,11.67812503,14.31439299,1.491882526,Cobb
3991 Chapel Grove Dr,34.054584,-84.43251,6,6,"5,804","$849,000 ","6 bed, 6 bath townhouse in 3991 Chapel Grove Dr",20.75327764,23.75393834,26.45081768,0.660128941,Cobb
1842 Baldwin Way,33.992947,-84.396012,5,4.5,"5,223","$794,900 ","5 bed, 4.5 bath townhouse in 1842 Baldwin Way",19.63119166,18.16829908,19.46216113,0.841075623,Cobb
2515 Eden Ridge Ln,34.066169,-84.62873,2,2,"1,720","$169,900 ","2 bed, 2 bath townhouse in 2515 Eden Ridge Ln",30.54709942,32.21917652,39.41460883,0.488551488,Cobb
1516 Tappahannock Trl,33.987063,-84.501345,5,3,"3,672","$400,000 ","5 bed, 3 bath townhouse in 1516 Tappahannock Trl",19.97468632,19.98743539,24.72466081,0.772559342,Cobb
4861 Millen Dr SE,33.834883,-84.551534,5,3,"3,360","$325,000 ","5 bed, 3 bath townhouse in 4861 Millen Dr SE",19.27653875,16.52030234,20.19812016,1.105643771,Cobb
5197 Riverhill Rd NE,33.956203,-84.40303,4,2.5,"2,863","$599,000 ","4 bed, 2.5 bath townhouse in 5197 Riverhill Rd NE",18.80754217,15.6177379,16.26638115,1.003570018,Cobb
2503 Blaydon Pointe NW,34.016082,-84.646713,4,2.5,"3,413","$284,000 ","4 bed, 2.5 bath townhouse in 2503 Blaydon Pointe NW",28.27044422,28.8281751,37.90368026,0.517173281,Cobb
5470 Cathers Creek Dr,33.920555,-84.716728,5,4.5,"5,132","$475,000 ","5 bed, 4.5 bath townhouse in 5470 Cathers Creek Dr",33.43425673,35.52676184,40.20290408,0.498758534,Cobb
4479 Chattahoochee Plantation Dr SE,33.940613,-84.419734,5,4.5,"6,405","$610,000 ","5 bed, 4.5 bath townhouse in 4479 Chattahoochee Plantation Dr SE",18.52260675,15.12892263,16.09233159,1.083383506,Cobb
306 Windswept Ct,33.963653,-84.729049,4,2.5,"2,672","$295,000 ","4 bed, 2.5 bath townhouse in 306 Windswept Ct",31.33489431,37.95643907,43.06679955,0.460005239,Cobb
2016 Cleburne Pkwy,33.856743,-84.729828,3,1.5,"1,152","$115,000 ","3 bed, 1.5 bath townhouse in 2016 Cleburne Pkwy",35.80961825,36.77773851,39.7402815,0.509737723,Cobb
3062 Hacienda Ct,34.022718,-84.516511,3,2,"1,776","$175,000 ","3 bed, 2 bath townhouse in 3062 Hacienda Ct",21.43177964,23.09360957,28.32178375,0.668265112,Cobb
3941 Hemingway Dr,33.893634,-84.668739,5,3,"4,292","$335,000 ","5 bed, 3 bath townhouse in 3941 Hemingway Dr",25.73648527,29.0847809,34.34977058,0.594523561,Cobb
2077 Clearwater Dr SE,33.941942,-84.492278,3,2,"1,168","$225,000 ","3 bed, 2 bath townhouse in 2077 Clearwater Dr SE",16.1178399,16.34238764,20.89401447,0.937898746,Cobb
3012 Lassiter Rd,34.023242,-84.435455,3,3.5,"2,932","$525,000 ","3 bed, 3.5 bath townhouse in 3012 Lassiter Rd",19.59649918,21.44405432,23.85445316,0.736437549,Cobb
3225 Christiana Cir NW,33.990326,-84.651581,5,4,"4,238","$439,900 ","5 bed, 4 bath townhouse in 3225 Christiana Cir NW",27.89485506,27.60806628,36.94147864,0.535458124,Cobb
3384 Dunn St SE,33.871208,-84.516181,4,3,"2,384","$459,000 ","4 bed, 3 bath townhouse in 3384 Dunn St SE",16.95043155,9.659731794,18.41287148,1.166313194,Cobb
4197 Irish Highland Dr,33.889217,-84.674679,3,2.5,"2,312","$199,900 ","3 bed, 2.5 bath townhouse in 4197 Irish Highland Dr",25.06310616,29.83299358,34.80971774,0.586537763,Cobb
4332 Clairesbrook Ln,34.057191,-84.625908,4,2.5,"2,892","$237,000 ","4 bed, 2.5 bath townhouse in 4332 Clairesbrook Ln",28.33797233,31.08331473,38.62377133,0.499771309,Cobb
999 Pinedale Dr SE,33.871688,-84.524696,3,1,"1,446","$136,800 ","3 bed, 1 bath townhouse in 999 Pinedale Dr SE",16.24461945,11.56107384,19.24552727,1.117597076,Cobb
360 Avery St NE,33.960672,-84.541473,2,1,725,"$110,000 ","2 bed, 1 bath townhouse in 360 Avery St NE",18.88428415,15.16500445,25.86840581,0.767545829,Cobb
3120 Cambrian Ter,33.820629,-84.620315,5,2.5,"2,615","$245,000 ","5 bed, 2.5 bath townhouse in 3120 Cambrian Ter",23.41063628,22.9738006,27.03227967,0.791682743,Cobb
3501 Deerfield Ln NW,34.035991,-84.619758,4,3,"2,448","$148,000 ","4 bed, 3 bath townhouse in 3501 Deerfield Ln NW",26.9915649,28.12171023,36.81214835,0.527727229,Cobb
2700 Hosanna Dr,33.88871,-84.69831,5,3.5,"3,617","$525,000 ","5 bed, 3.5 bath townhouse in 2700 Hosanna Dr",29.3309638,32.88548716,37.24761286,0.54478308,Cobb
2295 Lexington Way NW,34.041363,-84.619076,3,2,"1,332","$165,000 ","3 bed, 2 bath townhouse in 2295 Lexington Way NW",27.46902457,28.75519282,37.08899366,0.52275136,Cobb
291 Hilltop Circle Ext SW,33.804244,-84.562873,3,2,"1,078","$130,000 ","3 bed, 2 bath townhouse in 291 Hilltop Circle Ext SW",18.70782582,18.81410364,20.31668727,1.1193993,Cobb
3712 Stoney View Dr,34.039791,-84.432769,3,2,"1,859","$199,900 ","3 bed, 2 bath townhouse in 3712 Stoney View Dr",20.20041456,22.62713172,25.1681032,0.694510688,Cobb
3384 Spindletop Dr NW,34.042458,-84.637775,4,2.5,"2,526","$245,000 ","4 bed, 2.5 bath townhouse in 3384 Spindletop Dr NW",27.34425119,30.59089251,38.67804813,0.502099916,Cobb
5180 Ivy Green Way SE,33.82711,-84.527618,5,4.5,"5,354","$579,900 ","5 bed, 4.5 bath townhouse in 5180 Ivy Green Way SE",18.34176025,14.11820094,17.44577404,1.321003863,Cobb
2842 Stacy Ct NE,34.019172,-84.468399,3,2,"1,600","$199,900 ","3 bed, 2 bath townhouse in 2842 Stacy Ct NE",19.16298154,21.90856721,25.16861399,0.725722935,Cobb
3748 Creekwood Xing NW,34.045022,-84.588699,4,2.5,"2,120","$259,900 ","4 bed, 2.5 bath townhouse in 3748 Creekwood Xing NW",27.85304286,27.4843893,34.95950786,0.550946214,Cobb
1715 Kimberly Dr SW,33.91608,-84.584274,3,2,"1,952","$135,000 ","3 bed, 2 bath townhouse in 1715 Kimberly Dr SW",21.26670033,20.23250044,27.02139193,0.761590222,Cobb
5115 Greythorne Ln,34.000675,-84.399986,6,7.5,"12,000","$2,000,000 ","6 bed, 7.5 bath townhouse in 5115 Greythorne Ln",19.72866635,18.85993808,20.34436693,0.814000567,Cobb
960 Muirfield Dr,33.972902,-84.433148,4,2.5,"2,686","$375,000 ","4 bed, 2.5 bath townhouse in 960 Muirfield Dr",18.12341801,17.70100499,19.49891159,0.908605138,Cobb
1213 Glen Devon Pl,33.923729,-84.655447,5,4,"4,303","$335,000 ","5 bed, 4 bath townhouse in 1213 Glen Devon Pl",26.19923274,27.65804754,34.16925469,0.593156406,Cobb
4512 Woodhaven NE,33.959247,-84.419166,4,3.5,"4,063","$450,000 ","4 bed, 3.5 bath townhouse in 4512 Woodhaven NE",18.39916865,16.37155054,17.56168815,0.98145615,Cobb
2530 Rocky Springs Dr,34.011024,-84.449649,3,3,"2,100","$295,000 ","3 bed, 3 bath townhouse in 2530 Rocky Springs Dr",18.1498142,20.87033589,23.51403988,0.762857505,Cobb
2389 Farmstead Cir SE,33.8852,-84.484344,2,1.5,"1,040","$132,000 ","2 bed, 1.5 bath townhouse in 2389 Farmstead Cir SE",17.25351804,11.25482874,16.34665357,1.256230938,Cobb
596 Concord Rd SE,33.869922,-84.536224,&nbsp;,&nbsp;,"1,000","$274,900 ","NA bed, NA bath townhouse in 596 Concord Rd SE",17.39171333,13.83253264,20.24708869,1.064841876,Cobb
1808 Stone Bridge Way,33.970031,-84.609024,4,3,"3,024","$405,000 ","4 bed, 3 bath townhouse in 1808 Stone Bridge Way",25.38056253,19.61880727,32.07041556,0.622041724,Cobb
4491 Thorngate Ln,34.062514,-84.627259,2,2.5,"1,420","$139,900 ","2 bed, 2.5 bath townhouse in 4491 Thorngate Ln",29.68011632,31.73774378,39.06681962,0.493361056,Cobb
3106 Big Shanty Trl,34.026093,-84.553419,3,2.5,"1,890","$190,000 ","3 bed, 2.5 bath townhouse in 3106 Big Shanty Trl",24.06581037,24.18126001,31.08735292,0.618231504,Cobb
3535 S Cobb Dr SE,33.867633,-84.524185,3,1,964,"$179,900 ","3 bed, 1 bath townhouse in 3535 S Cobb Dr SE",16.7018773,10.92106842,18.98762785,1.138929003,Cobb
4273 Tenneyson Ln,33.85082,-84.618787,3,2,"1,586","$135,000 ","3 bed, 2 bath townhouse in 4273 Tenneyson Ln",23.34124675,19.86016392,27.73798727,0.762480626,Cobb
3975 Chapel Grove Dr,34.055141,-84.433532,6,5,"6,200","$839,000 ","6 bed, 5 bath townhouse in 3975 Chapel Grove Dr",20.86571179,23.82270352,26.54009472,0.658609929,Cobb
2470 Greenside Ct,33.845698,-84.627513,4,2.5,"2,304","$199,900 ","4 bed, 2.5 bath townhouse in 2470 Greenside Ct",23.98920601,22.43468053,28.49712832,0.740581532,Cobb
132 Hickory View Ln,33.9981,-84.745956,4,3,"1,523","$219,900 ","4 bed, 3 bath townhouse in 132 Hickory View Ln",38.99336686,41.11180844,46.16867004,0.425131358,Cobb
4308 Sprucebough Dr,33.999683,-84.431175,5,4,"4,700","$489,000 ","5 bed, 4 bath townhouse in 4308 Sprucebough Dr",19.00705045,19.59157251,21.63861324,0.809848029,Cobb
3207 Old 41 Hwy NW,34.032124,-84.639008,2,1,"1,240","$200,000 ","2 bed, 1 bath townhouse in 3207 Old 41 Hwy NW",27.15108727,29.56642229,38.16687195,0.510615333,Cobb
5401 Pickens Rd,33.928047,-84.709648,3,2,"1,716","$335,000 ","3 bed, 2 bath townhouse in 5401 Pickens Rd",32.44585915,34.74547654,39.75049784,0.50415071,Cobb
101 Old Mountain Rd,33.951843,-84.702301,5,4,"5,084","$529,000 ","5 bed, 4 bath townhouse in 101 Old Mountain Rd",30.92859093,34.26047241,39.94351761,0.499142346,Cobb
350 Dogwood Trl SE,33.943804,-84.415844,4,4.5,"4,851","$895,000 ","4 bed, 4.5 bath townhouse in 350 Dogwood Trl SE",18.5989262,15.21585787,16.07408559,1.067643108,Cobb
581 Shoal Mill Rd SW,33.855216,-84.570602,5,2.5,"2,770","$360,000 ","5 bed, 2.5 bath townhouse in 581 Shoal Mill Rd SW",18.42837292,17.68566031,22.94473158,0.942664337,Cobb
5161 Willow Point Pkwy,33.982731,-84.399741,4,2.5,"2,193","$375,000 ","4 bed, 2.5 bath townhouse in 5161 Willow Point Pkwy",19.23154894,17.49506233,18.64533264,0.880861551,Cobb
506 Bridge Ln SE,33.857896,-84.522645,2,2.5,"1,424","$125,000 ","2 bed, 2.5 bath townhouse in 506 Bridge Ln SE",15.88197468,9.178588389,18.35186942,1.19514643,Cobb
289 Wylstream Pl SW,33.950179,-84.683956,4,4.5,"5,922","$674,900 ","4 bed, 4.5 bath townhouse in 289 Wylstream Pl SW",28.74647185,31.79030467,38.07591732,0.525168713,Cobb
2998 Barry Ave SE,33.881392,-84.547758,3,1.5,"1,535","$245,000 ","3 bed, 1.5 bath townhouse in 2998 Barry Ave SE",16.66824793,16.0417257,21.90364493,0.970613653,Cobb
1013 Darvin Ln NW,34.033835,-84.622689,3,2,"1,248","$170,000 ","3 bed, 2 bath townhouse in 1013 Darvin Ln NW",25.97748525,28.07349491,36.91857541,0.526788389,Cobb
4254 Defoors Farm Trl,33.853668,-84.724411,5,3,"3,816","$241,990 ","5 bed, 3 bath townhouse in 4254 Defoors Farm Trl",35.08578211,36.1234529,39.08577979,0.519325549,Cobb
1031 Belmont Commons Dr SE,33.895984,-84.525802,4,3.5,"2,904","$415,000 ","4 bed, 3.5 bath townhouse in 1031 Belmont Commons Dr SE",16.22579676,14.2989182,20.6743848,1.010934076,Cobb
460 Davis Carnes Ln NW,33.965564,-84.599998,6,5,"6,500","$655,000 ","6 bed, 5 bath townhouse in 460 Davis Carnes Ln NW",24.67446433,20.83999312,31.03510279,0.644037289,Cobb
